RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
9111,15727391,8.828009924884206,0.14864864864864866,9,0.5761442823259436,2,1,0,143454.95,0,1,0,1
9112,15711062,8.586204671892924,0.2972972972972973,5,0.3434574173123438,2,1,1,117279.49,0,1,0,1
9113,15567339,9.024623925725084,0.7432432432432432,9,0.0,1,1,1,114283.33,0,0,0,1
9114,15760662,8.04660299297347,0.14864864864864866,2,0.3476024867307679,1,1,1,994.86,0,1,0,0
9115,15605737,8.148276449362264,0.24324324324324326,5,0.0,2,1,0,124795.84,0,0,0,1
9116,15692977,8.490184748775548,0.24324324324324326,2,0.5209323036297326,2,0,0,77592.8,0,1,0,0
9117,15672082,8.25237152513943,0.5945945945945946,3,0.0,2,1,0,105986.01,0,0,0,1
9118,15600280,8.891706282839353,0.1891891891891892,6,0.0,2,0,0,33606.52,0,0,0,0
9119,15804052,8.921121404456349,0.06756756756756757,6,0.0,2,1,1,134188.11,0,0,1,1
9120,15576065,9.008222937420152,0.2972972972972973,5,0.6828508738348706,1,1,1,159718.27,1,0,1,0
9121,15796838,8.891706282839353,0.5405405405405406,4,0.37039309466245834,1,0,1,85148.78,0,0,1,1
9122,15693526,8.517840268993503,0.2972972972972973,0,0.0,1,1,0,119059.13,0,0,0,0
9123,15748595,8.832284990891333,0.14864864864864866,1,0.30911670152610565,2,1,1,122998.26,0,0,0,0
9124,15679029,8.954502899390718,0.20270270270270271,7,0.41002416558850646,1,0,0,117841.06,0,0,0,1
9125,15753639,8.471647168509783,0.25675675675675674,5,0.5822817941738816,2,0,0,160593.41,0,0,0,1
9126,15604138,9.081563122381262,0.21621621621621623,2,0.0,1,0,0,174189.04,1,0,1,1
9127,15666095,9.097700985061499,0.44594594594594594,4,0.3181041354280537,2,0,1,68260.27,1,0,1,1
9128,15643487,8.572618882313394,0.28378378378378377,10,0.42038478650833894,1,0,0,58854.88,1,0,1,1
9129,15764033,8.849344009597905,0.33783783783783783,1,0.48596591548385243,1,1,0,87994.95,1,1,0,0
9130,15747288,9.427893606438765,0.2972972972972973,6,0.245801751619552,1,0,1,150659.35,1,0,1,0
9131,15790599,9.109766915626984,0.28378378378378377,5,0.5953138981647887,2,1,1,109098.39,0,1,0,0
9132,15737705,9.185452750071136,0.12162162162162163,4,0.6070567137438153,1,1,0,104112.0,0,0,0,0
9133,15737194,8.595238034338408,0.20270270270270271,5,0.0,2,1,0,122949.71,0,0,0,0
9134,15726776,8.900130452996748,0.24324324324324326,1,0.44491885131528897,1,1,1,21807.16,0,0,1,1
9135,15804357,7.835168826956221,0.2972972972972973,3,0.0,1,1,1,32319.93,0,0,0,1
9136,15664432,8.991762009126496,0.4189189189189189,7,0.383808342263586,1,1,0,190457.87,1,0,1,0
9137,15688984,8.410832585210283,0.02702702702702703,4,0.3819496194650186,1,1,0,177738.98,0,0,0,1
9138,15583026,8.118041379299232,0.2702702702702703,0,0.5417312264114884,1,1,0,80425.65,0,0,0,0
9139,15771668,8.329954185503958,0.5540540540540541,10,0.7412038887980376,1,0,0,9445.42,1,0,0,1
9140,15779904,8.42024594794657,0.14864864864864866,5,0.0,2,1,1,174825.57,0,0,0,0
9141,15784323,7.657413747855263,0.04054054054054054,7,0.0,2,0,0,175743.92,0,0,0,0
9142,15756277,9.472682371859094,0.33783783783783783,8,0.3676585581022159,2,1,0,54949.73,0,1,0,0
9143,15663312,7.9051293932705065,0.22972972972972974,9,0.4492942134394088,2,1,0,183752.91,0,0,0,0
9144,15793197,8.776382955329126,0.21621621621621623,8,0.4000012116473266,1,0,0,46038.28,0,0,0,0
9145,15731463,9.352285751899476,0.33783783783783783,10,0.4196982926414466,1,1,1,78941.59,0,1,0,1
9146,15621768,8.929490191169075,0.36486486486486486,6,0.45036074208456506,1,0,0,198398.68,0,0,1,1
9147,15691323,8.759038279775778,0.2972972972972973,4,0.3548288470430365,2,1,0,188892.19,0,1,0,1
9148,15781326,8.59974760391409,0.22972972972972974,9,0.38054562312530954,1,0,0,169286.74,0,0,0,1
9149,15595640,8.870575722479128,0.25675675675675674,8,0.0,2,0,0,145004.39,0,0,0,1
9150,15814331,8.42024594794657,0.33783783783783783,7,0.4748041724829392,2,1,0,55809.92,0,1,0,0
9151,15602030,8.950343817092747,0.13513513513513514,4,0.5109914945944786,1,1,1,54272.12,0,0,0,1
9152,15747974,8.499423259599258,0.4189189189189189,1,0.0,2,1,0,192440.54,0,0,0,1
9153,15611315,8.91273688691839,0.06756756756756757,4,0.28470954083389,1,1,0,103697.57,0,1,0,0
9154,15636977,7.973873099354774,0.24324324324324326,9,0.4711646868256351,3,1,0,119110.03,1,1,0,1
9155,15690337,8.344341008882852,0.12162162162162163,5,0.4075683079133843,2,1,0,194681.6,0,0,0,0
9156,15680666,8.334755312898645,0.28378378378378377,2,0.6056772293483781,2,1,0,158948.63,0,0,1,0
9157,15679551,7.958114415792782,0.3783783783783784,2,0.6527145742719683,1,1,1,165122.55,1,0,1,0
9158,15778915,9.03280211228081,0.1891891891891892,7,0.5123648410396429,2,0,1,189402.71,0,0,0,0
9159,15568849,8.143252849784721,0.17567567567567569,10,0.47094316262032926,1,1,1,158027.57,0,0,1,0
9160,15747762,8.476289167887185,0.1891891891891892,7,0.4723846642276153,1,0,0,3815.48,0,0,0,1
9161,15753679,9.197289686814337,0.08108108108108109,4,0.0,2,1,1,162809.2,0,0,0,1
9162,15750049,8.531600939554693,0.2972972972972973,10,0.6529478562391606,1,0,0,89519.47,0,0,0,1
9163,15606097,8.728518735186041,0.6081081081081081,7,0.41638252407581106,1,1,1,25165.36,1,1,0,1
9164,15802368,8.471647168509783,0.3918918918918919,6,0.0,1,1,1,126012.57,0,0,0,0
9165,15767488,8.793659344316357,0.24324324324324326,7,0.0,2,1,0,20109.21,0,0,1,1
9166,15669946,8.719759553451878,0.3783783783783784,2,0.56487827388403,1,1,1,58257.23,0,1,0,0
9167,15612103,8.558989894493099,0.22972972972972974,2,0.5494380606883057,1,1,1,172269.21,1,1,0,0
9168,15645353,8.467000076426181,0.10810810810810811,1,0.0,1,1,0,29818.2,0,0,0,1
9169,15650018,8.79796785031895,0.33783783783783783,8,0.6141947911998852,1,0,0,114659.81,0,0,0,0
9170,15659002,9.149757625439008,0.36486486486486486,6,0.0,2,0,0,147184.74,0,0,0,0
9171,15616028,8.85359850256564,0.16216216216216217,2,0.0,3,0,1,15039.41,0,0,0,1
9172,15660475,7.434993741615866,0.4864864864864865,9,0.0,1,0,1,76621.49,0,0,0,0
9173,15652615,9.053183052567535,0.28378378378378377,8,0.5580152483424644,1,1,1,92985.78,0,0,0,1
9174,15653572,8.763380887467774,0.33783783783783783,8,0.5067115496973293,1,0,1,6009.27,1,0,1,1
9175,15628059,8.087579399090062,0.581081081081081,1,0.0,2,1,1,191370.97,0,0,0,1
9176,15703413,8.036293432685742,0.2702702702702703,7,0.499519785104781,1,1,0,188225.67,0,0,0,0
9177,15610433,8.305865114670475,0.22972972972972974,9,0.0,2,1,0,11743.89,0,0,0,1
9178,15770548,7.680085719529356,0.13513513513513514,3,0.5579422705051282,1,1,0,136846.75,0,1,0,0
9179,15645637,9.275435230216411,0.28378378378378377,6,0.47743591830451954,1,1,1,164248.33,0,1,0,0
9180,15590888,8.849344009597905,0.21621621621621623,10,0.42868425184105624,2,0,0,154631.35,0,0,1,0
9181,15568326,8.604252448951648,0.35135135135135137,2,0.0,2,1,0,149665.65,0,0,0,0
9182,15655368,8.759038279775778,0.3918918918918919,1,0.0,1,0,0,91574.92,0,0,0,1
9183,15665579,8.42024594794657,0.13513513513513514,0,0.5687805355552926,1,1,0,127233.39,0,0,0,0
9184,15676091,8.15830510742128,0.32432432432432434,7,0.0,1,1,1,56650.47,0,0,0,1
9185,15716984,8.85784891056496,0.5135135135135135,4,0.0,2,1,0,84644.76,0,0,1,0
9186,15715078,8.358678392762462,0.22972972972972974,6,0.6441417708680046,2,1,1,148238.16,0,0,0,1
9187,15569452,8.67126646028684,0.5405405405405406,3,0.4637468543503061,2,0,1,193502.9,0,1,0,0
9188,15628863,8.43900978926739,0.2702702702702703,4,0.23919596199397133,1,1,1,38020.05,0,0,0,1
9189,15778192,8.563537711445838,0.13513513513513514,4,0.0,2,1,1,176750.81,0,0,1,1
9190,15793723,8.467000076426181,0.1891891891891892,9,0.5750225918419706,2,1,0,176580.63,0,1,0,1
9191,15798943,8.644585471747908,0.3783783783783784,8,0.0,2,1,0,133059.15,0,0,0,0
9192,15764708,8.301030500589404,0.16216216216216217,6,0.4691014985407023,1,1,0,100843.82,0,0,0,1
9193,15791040,9.287044047375725,0.5405405405405406,1,0.31867364952838023,2,1,1,30484.19,0,0,1,1
9194,15631512,8.42024594794657,0.10810810810810811,8,0.5978100112280648,1,1,0,42330.58,0,0,0,0
9195,15640106,8.494806516018663,0.2972972972972973,7,0.4955793007431822,1,0,0,193309.58,0,0,0,1
9196,15710315,8.087579399090062,0.14864864864864866,4,0.5410937962899598,1,0,0,112813.79,1,1,0,1
9197,15771535,9.259911460232217,0.25675675675675674,9,0.0,2,1,0,68008.85,0,0,1,0
9198,15611947,8.227825361333299,0.21621621621621623,3,0.331106546088095,1,1,0,132673.22,0,0,0,1
9199,15670266,7.931710391518468,0.13513513513513514,4,0.5651402527615893,1,1,1,22001.91,0,0,0,0
9200,15609083,8.163310203834696,0.10810810810810811,6,0.0,1,1,0,100200.4,1,0,0,0
9201,15567923,9.040965516734964,0.16216216216216217,6,0.0,1,0,0,122604.44,0,0,0,0
9202,15788183,7.708238778159993,0.33783783783783783,1,0.4259503131331131,2,1,0,100564.37,0,1,0,0
9203,15735782,8.082480041244379,0.17567567567567569,9,0.48211841708320696,1,1,0,5419.31,0,0,0,1
9204,15774401,9.177544478619444,0.44594594594594594,4,0.0,2,0,0,123587.83,1,0,1,1
9205,15737971,8.644585471747908,0.16216216216216217,5,0.0,2,1,0,13935.32,0,0,0,0
9206,15758750,8.26214922566535,0.17567567567567569,0,0.4405261514744891,1,1,1,87060.77,0,0,0,1
9207,15611767,8.545317363395835,0.4594594594594595,0,0.5329790673177305,1,0,0,4859.59,1,1,0,0
9208,15643770,8.80227214056056,0.4594594594594595,5,0.44906870355210754,1,1,0,21085.17,1,0,0,0
9209,15744717,8.987637347075678,0.35135135135135137,2,0.0,2,1,1,26733.86,0,0,0,0
9210,15570681,8.24257059961711,0.08108108108108109,1,0.4626751841753758,1,1,0,89734.7,0,0,0,1
9211,15792650,7.255841506910845,0.24324324324324326,0,0.0,1,1,1,179540.73,1,0,1,1
9212,15605531,7.702624618287351,0.2702702702702703,6,0.0,2,1,0,173219.09,0,0,1,0
9213,15605339,8.763380887467774,0.25675675675675674,10,0.0,2,1,1,37411.35,0,0,0,0
9214,15672216,8.358678392762462,0.2972972972972973,4,0.3285865986464863,1,0,0,80852.11,0,0,0,0
9215,15812893,8.568080703126334,0.28378378378378377,10,0.0,2,1,1,43174.49,1,0,0,0
9216,15624180,8.358678392762462,0.25675675675675674,10,0.53476612755402,4,1,1,70927.11,1,1,0,0
9217,15701364,8.979376646330174,0.16216216216216217,10,0.0,2,1,1,54265.55,0,0,0,1
9218,15762588,8.63565510849861,0.17567567567567569,5,0.0,2,1,1,41872.17,0,0,0,1
9219,15806318,8.776382955329126,0.40540540540540543,2,0.4959877534340736,1,1,0,15068.53,1,1,0,0
9220,15712596,7.931710391518468,0.17567567567567569,4,0.0,1,1,0,25950.49,0,0,0,1
9221,15600399,8.424944746883806,0.5675675675675675,4,0.0,1,1,0,197727.14,1,0,0,1
9222,15576216,8.684545602717154,0.25675675675675674,4,0.4338923425044806,1,1,0,79555.08,1,1,0,0
9223,15620750,8.237661384280925,0.13513513513513514,3,0.5623774577159993,1,1,1,15607.27,0,0,0,1
9224,15623489,8.15830510742128,0.6621621621621622,0,0.5135298957437261,1,1,1,134612.48,0,0,0,0
9225,15667944,8.789346612214963,0.28378378378378377,0,0.3461310127948762,1,0,1,159830.58,0,0,0,1
9226,15584928,8.40611799196616,0.1891891891891892,4,0.47858064603042616,2,1,1,162961.79,0,1,0,0
9227,15779913,8.368209391204644,0.12162162162162163,5,0.519062540492038,2,1,1,192427.16,0,0,0,1
9228,15644977,9.18940178441408,0.17567567567567569,5,0.0,2,1,0,92647.94,0,0,0,0
9229,15749679,8.874809888144785,0.28378378378378377,2,0.43732648582538036,1,1,1,180022.39,0,0,0,1
9230,15629010,9.461524902909396,0.22972972972972974,5,0.445373777058247,1,1,1,183584.14,0,1,0,0
9231,15768465,8.349125609133615,0.22972972972972974,8,0.48349977474918204,2,1,1,28750.67,0,1,0,1
9232,15767781,8.65349742184445,0.2702702702702703,10,0.32960505996677775,1,1,0,74846.67,0,0,0,1
9233,15635364,8.517840268993503,0.4189189189189189,9,0.17657141192266548,3,1,1,89729.3,1,0,0,0
9234,15722004,8.15830510742128,0.17567567567567569,4,0.5512913231025394,1,0,0,61843.73,0,0,0,0
9235,15766044,8.626706236691351,0.4189189189189189,4,0.4810264199300999,1,1,0,24770.22,1,1,0,1
9236,15586680,7.7306140525159215,0.12162162162162163,4,0.7051210314115982,1,1,0,80587.27,0,0,0,1
9237,15635388,8.617738760127533,0.3918918918918919,6,0.35491358264225925,1,1,0,116286.25,0,0,1,1
9238,15655175,9.045041696510271,0.2972972972972973,4,0.45563830318516974,2,1,0,129333.69,1,1,0,1
9239,15639133,9.177544478619444,0.43243243243243246,4,0.0,2,1,0,129372.94,0,0,0,0
9240,15799653,8.353904731876806,0.1891891891891892,7,0.3776575182377833,2,1,1,18149.03,0,1,0,0
9241,15723872,8.382465312104411,0.3783783783783784,10,0.0,2,0,1,168369.37,0,0,1,0
9242,15775627,7.984344382691073,0.22972972972972974,8,0.0,2,0,1,67431.28,0,0,0,1
9243,15630704,8.490184748775548,0.1891891891891892,9,0.4245577557007309,2,1,0,177092.16,0,1,0,1
9244,15815534,7.963374241789241,0.25675675675675674,0,0.5341068558951565,1,1,1,93736.69,0,0,1,1
9245,15697249,8.173302025563112,0.0945945945945946,3,0.529448829203921,1,1,0,131647.31,0,1,0,0
9246,15681316,8.79796785031895,0.3108108108108108,0,0.480471134714497,2,1,0,175722.31,0,0,0,0
9247,15682523,9.133803351354011,0.02702702702702703,1,0.5557338041114621,1,1,1,85606.83,0,0,0,1
9248,15650244,9.228706804184547,0.14864864864864866,7,0.32242349872013776,2,1,0,64945.57,0,0,1,1
9249,15648638,8.568080703126334,0.21621621621621623,6,0.0,2,1,0,190347.72,0,0,1,1
9250,15795747,9.232618931318727,0.28378378378378377,7,0.6841294009053637,1,0,1,100791.36,0,0,1,0
9251,15607330,8.933668708480452,0.32432432432432434,0,0.43492443485719645,1,0,1,167873.49,0,0,1,1
9252,15624013,8.148276449362264,0.28378378378378377,6,0.4378064815080896,1,1,0,25289.23,0,0,0,0
9253,15800805,7.668766490569058,0.17567567567567569,7,0.5617094175567459,1,0,1,20388.77,0,0,0,0
9254,15667321,8.63565510849861,0.4189189189189189,10,0.0,2,1,1,145089.64,0,0,1,1
9255,15601116,8.819447349264111,0.1891891891891892,6,0.0,2,1,1,179093.26,0,0,0,1
9256,15622033,9.461524902909396,0.3108108108108108,3,0.4047201395594522,4,1,0,16025.17,1,1,0,0
9257,15758451,9.145774273770835,0.25675675675675674,7,0.40936449536144337,1,1,0,9087.81,0,1,0,1
9258,15688689,8.785029643636324,0.25675675675675674,8,0.5938702442892252,2,1,1,21472.42,0,1,0,0
9259,15652674,8.138223044397703,0.02702702702702703,0,0.3326444613428504,1,1,1,146752.67,0,0,0,1
9260,15806327,9.283177667225555,0.2972972972972973,3,0.30248580210395387,2,1,0,132562.23,0,0,0,0
9261,15649618,9.279308063747944,0.28378378378378377,7,0.6671856290336846,2,0,1,139537.43,0,1,0,0
9262,15677117,8.568080703126334,0.581081081081081,6,0.0,2,1,1,133672.61,0,0,0,0
9263,15751445,9.020529268209403,0.4594594594594595,6,0.28411172839139587,2,0,1,38984.37,0,1,0,0
9264,15749669,8.153293862236904,0.17567567567567569,3,0.0,2,1,1,115217.59,0,0,0,0
9265,15656351,7.453039913720833,0.5675675675675675,3,0.0,2,1,1,93844.82,0,0,1,1
9266,15667438,8.772053214638595,0.2702702702702703,1,0.4145782058364813,1,0,0,22068.83,1,0,0,0
9267,15682273,8.806572225338611,0.2702702702702703,5,0.5086390255103177,1,1,0,123846.07,0,0,0,0
9268,15580912,9.077519683234849,0.1891891891891892,5,0.6167359823265295,2,1,1,172638.13,0,0,0,1
9269,15785183,8.415541898951927,0.14864864864864866,2,0.0,2,1,1,1591.19,0,0,1,1
9270,15705383,8.626706236691351,0.22972972972972974,4,0.5001086696196053,1,1,1,91775.51,0,0,0,1
9271,15712903,7.931710391518468,0.04054054054054054,3,0.7035170335493586,1,1,1,153920.22,0,0,0,0
9272,15774285,8.657946521559833,0.3918918918918919,8,0.4415469244903379,1,1,1,71420.16,0,0,1,0
9273,15583138,9.040965516734964,0.32432432432432434,2,0.564543636023694,2,1,0,172149.76,0,0,0,1
9274,15740160,8.50864173023001,0.17567567567567569,1,0.0,2,1,1,54706.75,0,0,0,1
9275,15793425,8.24257059961711,0.20270270270270271,9,0.0,1,0,1,183358.21,0,0,1,0
9276,15749265,7.530248212451817,0.32432432432432434,1,0.3016424716505415,1,1,1,57098.0,0,1,0,1
9277,15623989,7.576984851675098,0.4864864864864865,3,0.0,1,1,0,156910.46,1,0,0,1
9278,15604832,8.586204671892924,0.14864864864864866,7,0.0,1,1,1,130224.73,0,0,0,1
9279,15584580,7.623151930512918,0.22972972972972974,6,0.6421390055221226,1,0,0,13946.66,0,0,0,1
9280,15573854,8.991762009126496,0.5945945945945946,5,0.0,2,0,1,38652.96,0,0,0,1
9281,15614847,8.767719195546437,0.36486486486486486,6,0.28894078069705514,1,0,1,140041.78,0,0,0,0
9282,15679966,8.710982738710142,0.17567567567567569,3,0.5339390985399689,1,1,1,166187.1,0,0,0,0
9283,15799435,8.52243209752116,0.21621621621621623,1,0.0,1,1,0,139919.38,0,0,1,1
9284,15752186,8.25237152513943,0.12162162162162163,3,0.0,2,1,0,28137.03,0,0,0,0
9285,15705544,8.586204671892924,0.581081081081081,3,0.6265551084904633,1,0,1,50368.63,0,0,0,1
9286,15713632,8.198175283056287,0.40540540540540543,5,0.3813472234882298,1,0,0,94978.1,0,0,1,0
9287,15586523,8.962809493114328,0.14864864864864866,7,0.4234026652016363,1,1,1,69903.93,1,1,0,0
9288,15609176,8.828009924884206,0.1891891891891892,5,0.0,2,0,1,177607.77,0,0,0,0
9289,15769308,8.595238034338408,0.24324324324324326,9,0.3237643220002193,2,1,0,196731.08,0,1,0,0
9290,15676810,8.247473974122565,0.17567567567567569,1,0.32475444512152324,2,1,1,65234.6,0,0,0,0
9291,15634591,9.472682371859094,0.20270270270270271,8,0.29119145546305275,1,1,1,186281.0,0,0,0,1
9292,15679804,8.59974760391409,0.24324324324324326,5,0.4685529889844917,2,1,1,111573.3,0,0,0,1
9293,15677764,7.7250323797793055,0.7567567567567568,1,0.7431117151987885,2,1,1,196767.83,0,1,0,0
9294,15571917,9.169622554545802,0.2702702702702703,5,0.5486598562786986,2,1,0,72985.61,0,1,0,0
9295,15574608,8.933668708480452,0.24324324324324326,8,0.5336403716744117,1,1,1,143265.65,0,0,0,1
9296,15740868,8.697784259800093,0.36486486486486486,9,0.5363245292142319,1,1,1,159268.67,0,1,0,0
9297,15702442,8.368209391204644,0.5135135135135135,9,0.4016840064426158,2,1,1,54448.41,0,1,0,0
9298,15699797,9.03280211228081,0.16216216216216217,8,0.6949280881333134,1,0,0,31928.5,0,0,0,1
9299,15648047,9.053183052567535,0.12162162162162163,5,0.757779503223799,2,0,0,21793.59,0,1,0,1
9300,15766826,9.375096295307197,0.10810810810810811,7,0.5829697627431122,1,1,0,21903.62,1,0,0,1
9301,15591628,8.883266119928665,0.3108108108108108,9,0.6538355871900021,1,1,0,49405.93,0,1,0,1
9302,15583857,8.540750116473754,0.33783783783783783,4,0.4923772835416962,2,0,0,154908.52,0,0,1,0
9303,15752534,9.061309792166986,0.24324324324324326,10,0.0,2,1,1,182867.84,0,0,0,1
9304,15741403,8.870575722479128,0.2702702702702703,1,0.6849329941092817,1,0,0,16957.45,0,0,1,0
9305,15783589,8.50864173023001,0.2972972972972973,9,0.0,2,0,0,93717.55,0,0,0,1
9306,15598046,8.715373355753329,0.28378378378378377,5,0.5562499499298699,2,1,0,61636.22,0,0,0,0
9307,15643330,8.40611799196616,0.25675675675675674,2,0.0,2,0,1,95864.5,0,0,0,1
9308,15680405,8.815159819493001,0.2972972972972973,2,0.6695999160455944,2,1,1,167400.29,0,0,0,1
9309,15728683,9.053183052567535,0.12162162162162163,0,0.0,2,0,1,131534.96,0,0,0,1
9310,15621644,8.785029643636324,0.8783783783783784,6,0.49166029920753884,1,0,1,92934.41,0,1,0,1
9311,15733032,8.66683102909851,0.3918918918918919,2,0.0,2,1,1,119808.64,0,0,1,1
9312,15608381,8.363446607369193,0.43243243243243246,2,0.5015807812646162,1,1,0,9439.31,1,1,0,1
9313,15658946,8.334755312898645,0.2972972972972973,10,0.18098523587804116,2,1,0,18732.91,0,1,0,1
9314,15757912,8.971100718464983,0.25675675675675674,0,0.5021074891403119,1,0,0,160162.42,0,1,0,0
9315,15645371,8.494806516018663,0.44594594594594594,7,0.5869399404355768,1,1,1,53630.9,1,1,0,0
9316,15653110,8.85359850256564,0.32432432432432434,8,0.5331534807618504,1,1,0,36405.21,0,0,0,1
9317,15766355,8.193212706006458,0.4189189189189189,0,0.4336699414491358,3,1,0,61446.92,1,1,0,1
9318,15585249,9.049114205703727,0.32432432432432434,6,0.42262784862172526,1,1,0,194686.78,1,0,0,1
9319,15611786,8.741624638856289,0.6891891891891891,9,0.0,1,0,1,134483.07,0,0,1,0
9320,15575486,8.087579399090062,0.12162162162162163,1,0.0,2,1,1,37769.98,0,0,0,0
9321,15780215,8.59974760391409,0.17567567567567569,6,0.0,2,1,1,2382.61,0,0,0,1
9322,15686099,8.257263269927625,0.581081081081081,1,0.32755171631637375,1,1,0,106826.92,1,0,1,1
9323,15739042,9.153737511815383,0.22972972972972974,9,0.0,2,1,0,39511.61,0,0,0,0
9324,15815316,8.63565510849861,0.43243243243243246,9,0.3061681338427088,4,1,0,196371.13,1,0,0,1
9325,15778489,9.20516408251589,0.7162162162162162,9,0.5681599648686046,2,1,1,122506.78,0,1,0,1
9326,15786389,8.595238034338408,0.3108108108108108,10,0.0,2,1,1,61994.2,0,0,1,0
9327,15601787,8.622224830047669,0.22972972972972974,2,0.4133612974096375,1,0,1,192464.21,1,1,0,1
9328,15624715,8.401398104397817,0.2972972972972973,2,0.0,1,1,1,5194.95,0,0,1,0
9329,15763093,8.143252849784721,0.22972972972972974,7,0.5116410013324534,2,1,0,198256.15,0,1,0,0
9330,15572073,8.719759553451878,0.22972972972972974,5,0.0,2,1,1,62634.94,0,0,1,1
9331,15780256,8.572618882313394,0.21621621621621623,9,0.0,2,1,1,114006.35,0,0,0,1
9332,15659305,8.457690558114923,0.013513513513513514,8,0.6621544229372173,1,1,1,107994.99,0,1,0,1
9333,15638882,8.921121404456349,0.5945945945945946,9,0.5907353061157221,1,1,0,48571.14,1,1,0,0
9334,15714680,9.105748491234573,0.8108108108108109,5,0.4830923981924295,1,1,1,76016.49,0,0,0,0
9335,15777217,8.622224830047669,0.0945945945945946,10,0.0,2,1,1,180808.39,0,0,1,1
9336,15739123,9.03280211228081,0.43243243243243246,4,0.5083850977103891,2,1,0,4225.11,0,1,0,1
9337,15594450,8.85784891056496,0.4189189189189189,9,0.6355509920382415,1,1,0,135841.35,0,0,0,1
9338,15797751,7.7528605465318225,0.3918918918918919,5,0.40688121619419265,1,1,1,183536.24,1,1,0,0
9339,15691543,8.232746310689071,0.5405405405405406,2,0.5681078720049244,1,1,1,88791.83,0,1,0,1
9340,15722845,8.728518735186041,0.14864864864864866,1,0.7285098902108023,2,1,1,63732.9,0,0,1,1
9341,15605804,9.03280211228081,0.36486486486486486,10,0.0,2,1,0,1364.54,0,0,0,1
9342,15702061,8.68012373555622,0.14864864864864866,7,0.0,2,1,1,149184.15,0,0,0,1
9343,15694321,8.52243209752116,0.13513513513513514,3,0.0,2,1,0,53394.12,0,0,0,0
9344,15798749,9.454071945982806,0.33783783783783783,3,0.6060771128229793,2,1,0,97910.06,0,1,0,0
9345,15720050,8.991762009126496,0.13513513513513514,2,0.44240177356471705,1,1,0,101433.76,0,0,0,0
9346,15758048,8.349125609133615,0.43243243243243246,2,0.5936354477628746,1,1,1,116944.3,0,0,0,1
9347,15805681,8.946180865879617,0.3108108108108108,9,0.0,1,1,1,113267.48,0,0,0,1
9348,15802809,8.70658769117361,0.24324324324324326,0,0.3365452881685947,1,1,1,181449.51,0,0,1,0
9349,15807239,8.724141342909673,0.21621621621621623,7,0.37433712628103305,1,0,0,179913.98,0,0,0,0
9350,15749093,9.287044047375725,0.33783783783783783,4,0.6325798653947504,2,0,0,98586.14,0,0,0,1
9351,15689344,8.504034993146382,0.32432432432432434,4,0.0,3,0,1,120321.09,0,0,1,1
9352,15606076,8.954502899390718,0.6081081081081081,7,0.4910554719647328,1,1,1,100538.8,0,1,0,1
9353,15610090,8.73726037221036,0.2972972972972973,8,0.29073672900419445,2,1,0,98931.5,0,0,0,1
9354,15693926,8.750340122833272,0.25675675675675674,0,0.7124116010608131,1,1,1,194493.57,0,0,1,1
9355,15791501,8.387206526527143,0.33783783783783783,8,0.0,2,1,1,143628.31,0,0,0,1
9356,15621870,9.040965516734964,0.2972972972972973,8,0.0,1,1,0,167030.51,0,0,1,0
9357,15734711,7.198404996481965,0.32432432432432434,7,0.0,1,1,0,77786.37,1,0,0,1
9358,15814405,7.476966369704567,0.3783783783783784,9,0.0,1,1,1,81014.5,1,0,0,0
9359,15729359,9.42414195717418,0.14864864864864866,9,0.0,2,1,1,41866.26,0,0,0,0
9360,15606944,8.64012259771169,0.33783783783783783,9,0.5584784244471531,1,1,0,11302.7,1,1,0,1
9361,15671934,8.203131859404694,0.28378378378378377,2,0.5297245586843646,1,0,1,149384.43,0,1,0,1
9362,15641773,8.339550915402608,0.36486486486486486,2,0.7147716030839453,2,1,1,169303.65,0,1,0,1
9363,15701972,8.810868114910335,0.22972972972972974,3,0.5467534248666461,1,1,1,37264.11,0,0,0,1
9364,15749114,8.590723727817716,0.22972972972972974,3,0.0,2,1,1,19515.48,0,0,1,1
9365,15780362,8.467000076426181,0.4189189189189189,9,0.47812356801919054,2,1,0,103068.22,0,0,0,0
9366,15753229,9.290907210902539,0.14864864864864866,9,0.5078338778904216,1,1,1,134459.12,0,0,0,1
9367,15656009,9.028714870948004,0.24324324324324326,6,0.0,1,1,0,70496.66,0,0,0,0
9368,15785024,8.568080703126334,0.2972972972972973,9,0.5476693345891952,1,1,0,175877.7,1,0,0,0
9369,15670492,9.03280211228081,0.13513513513513514,8,0.0,2,1,0,106390.01,0,0,0,1
9370,15795458,8.954502899390718,0.28378378378378377,2,0.0,1,1,1,52138.49,0,0,1,0
9371,15732438,8.247473974122565,0.33783783783783783,4,0.0,4,0,0,18522.91,1,0,0,1
9372,15781987,8.622224830047669,0.17567567567567569,9,0.4483692562187301,1,1,1,32231.6,0,0,0,1
9373,15775826,8.78070842816116,0.16216216216216217,1,0.3114138892009899,1,0,1,174225.88,0,0,0,1
9374,15807457,8.622224830047669,0.24324324324324326,1,0.0,2,1,0,102021.39,0,0,1,0
9375,15632538,8.697784259800093,0.1891891891891892,5,0.5801282504781125,1,1,1,31484.76,0,0,1,0
9376,15641389,8.702188201949959,0.40540540540540543,4,0.49260327171083684,2,1,0,82469.06,1,1,0,1
